db,table,column,type,length,precision,scale,nullable,padded
dbo,InventoryLabel,PackNo,int,4,10,0,1,0
dbo,InventoryLabel,IsReprint,tinyint,1,3,0,0,0
dbo,InventoryLabel,PartDescription,nvarchar,508,0,0,1,1
dbo,InventoryLabel,LabelSaveDirectory,nvarchar,508,0,0,1,1
dbo,InventoryLabel,JobID,int,4,10,0,1,0
dbo,InventoryLabel,IsPrintLandscape,tinyint,1,3,0,0,0
dbo,InventoryLabel,NoCopies,smallint,2,5,0,0,0
dbo,InventoryLabel_,InventoryLabelID,int,4,10,0,0,0
dbo,InventoryLabel_,LabelColour,nvarchar,50,0,0,1,1
dbo,InventoryLabel_,EANCode,varchar,20,0,0,1,1
dbo,InventoryLabel_,CusNum,int,4,10,0,1,0
dbo,InventoryLabel_,PackingCode,nvarchar,100,0,0,1,1
dbo,InventoryLabel_,CustomerPartNo,nvarchar,508,0,0,1,1
dbo,InventoryLabel_,CustomerPartDescription,nvarchar,508,0,0,1,1
dbo,InventoryLabel_,LabelText1,nvarchar,508,0,0,1,1
dbo,InventoryLabel_,LabelText2,nvarchar,508,0,0,1,1
dbo,InventoryLabel_,LabelText3,nvarchar,508,0,0,1,1
dbo,InventoryLabel_,Customer,nvarchar,508,0,0,1,1
dbo,InventoryLabel_,Address1,nvarchar,508,0,0,1,1
dbo,InventoryLabel_,Address2,nvarchar,508,0,0,1,1
dbo,InventoryLabel_,City,nvarchar,50,0,0,1,1
dbo,InventoryLabel_,County,nvarchar,50,0,0,1,1
dbo,InventoryLabel_,PostCode,nvarchar,50,0,0,1,1
dbo,InventoryLabel_,Country,nvarchar,50,0,0,1,1
dbo,InventoryLabel_custom,InventoryLabelID,int,4,10,0,0,0
dbo,InventoryLabel_custom,InventoryPackID,int,4,10,0,1,0
dbo,InventoryPack,InventoryPackID,int,4,10,0,0,0
dbo,InventoryPack,InventoryPackNo,nvarchar,508,0,0,0,1
dbo,InventoryPack,WOID,int,4,10,0,0,0
dbo,InventoryPack,JobID,int,4,10,0,1,0
dbo,InventoryPack,CreatedFromDT,datetime,8,23,3,0,0
dbo,InventoryPack,CreatedToDT,datetime,8,23,3,0,0
dbo,InventoryPack,CreatedOnMachineStageID,smallint,2,5,0,1,0
dbo,InventoryPack,IsEdited,tinyint,1,3,0,0,0
dbo,InventoryPack,RevisionNo,tinyint,1,3,0,0,0
dbo,InventoryPack,PartID,int,4,10,0,0,0
dbo,InventoryPack,Quantity,float,8,53,0,0,0
dbo,InventoryPack,UnitID,smallint,2,5,0,0,0
dbo,InventoryPack,Ignored,tinyint,1,3,0,0,0
dbo,InventoryPack,InventoryPackIndex,int,4,10,0,1,0
dbo,InventoryPack,CustomerUniqueKey,nvarchar,508,0,0,0,1
dbo,InventoryPack,ReceivedDT,datetime,8,23,3,1,0
dbo,InventoryPack,BirthDT,datetime,8,23,3,1,0
dbo,InventoryPack,LastBuildRecordID,int,4,10,0,1,0
dbo,InventoryPack,msrepl_tran_version,uniqueidentifier,16,0,0,0,0
dbo,InventoryPack,CurrentQuantity,float,8,53,0,1,0
dbo,InventoryPack,QuantityAdjustment,float,8,53,0,1,0
dbo,InventoryPack,PositionNumber,tinyint,1,3,0,0,0
dbo,InventoryPack,LocationID,int,4,10,0,0,0
dbo,InventoryPack,InvStateID,int,4,10,0,0,0
dbo,InventoryPack,LocationFromDT,datetime,8,23,3,1,0
dbo,InventoryPack_,InventoryPackID,int,4,10,0,0,0
dbo,InventoryPack_,Comments,nvarchar,508,0,0,1,1
dbo,InventoryPack_,LoginID,smallint,2,5,0,0,0
dbo,InventoryPack_,OpenedDT,datetime,8,23,3,0,0
dbo,InventoryPack_,SavedDT,datetime,8,23,3,0,0
dbo,InventoryPack_,OriginalLoginID,smallint,2,5,0,0,0
dbo,InventoryPack_,EditedInventoryPackID,int,4,10,0,1,0
dbo,InventoryPack_,Reference1,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference2,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference3,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference4,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference5,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference6,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference7,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference8,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference9,nvarchar,508,0,0,1,1
dbo,InventoryPack_,Reference10,nvarchar,508,0,0,1,1
dbo,InventoryPack_,SupplierID,smallint,2,5,0,0,0
dbo,InventoryPack_,SupplierReference,nvarchar,508,0,0,1,1
dbo,InventoryPack_,UseByDT,datetime,8,23,3,0,0
dbo,InventoryPack_,UseAfterDT,datetime,8,23,3,0,0
dbo,InventoryPack_Custom,InventoryPackId,int,4,10,0,0,0
dbo,InventoryPack_Custom,Txn_date,datetime,8,23,3,1,0
dbo,InventoryPack_Custom,OracleStatus,tinyint,1,3,0,0,0
dbo,InventoryPack_Custom,IntendedWOID,int,4,10,0,1,0
dbo,InventoryPack_Custom,FinalWOID,int,4,10,0,1,0
dbo,InventoryPack_Custom,OriginalQty,float,8,53,0,1,0
dbo,InventoryPack_Custom,Seq_Id,int,4,10,0,1,0
dbo,InventoryPack_Custom,From_Subinventory,nchar,20,0,0,1,1
dbo,InventoryPack_Custom,From_Locator,nchar,80,0,0,1,1
dbo,InventoryPack_Custom,To_Subinventory,nchar,20,0,0,1,1
dbo,InventoryPack_Custom,To_Locator,nchar,80,0,0,1,1
dbo,InventoryPack_Custom,ScrappedShiftID,int,4,10,0,1,0
dbo,InventoryPack_Custom,LastInventoryLabelID,int,4,10,0,1,0
dbo,InventoryPack_Custom,ScrapLocationID,int,4,10,0,1,0
dbo,InventoryPack_Custom,MachineLocationID,int,4,10,0,1,0
dbo,InventoryPack_Custom,ScrapReasonID,smallint,2,5,0,1,0
dbo,InventoryPack_Custom,ModuleInfoID,int,4,10,0,0,0
dbo,InventoryPack_Custom,ResealedDT,datetime,8,23,3,1,0
dbo,InventoryPack_Custom,CrateID,bigint,8,19,0,1,0
dbo,InventoryUsage,InventoryUsageID,int,4,10,0,0,0
dbo,InventoryUsage,JobID,int,4,10,0,0,0
dbo,InventoryUsage,MachineStageID,smallint,2,5,0,0,0
dbo,InventoryUsage,InventoryPackID,int,4,10,0,0,0
dbo,InventoryUsage,FromDT,datetime,8,23,3,0,0
dbo,InventoryUsage,ToDT,datetime,8,23,3,0,0
dbo,InventoryUsage,IsEdited,tinyint,1,3,0,0,0
dbo,InventoryUsage,RevisionNo,tinyint,1,3,0,0,0
dbo,InventoryUsage,IsReintroduced,tinyint,1,3,0,0,0
dbo,InventoryUsage,Quantity,float,8,53,0,1,0
dbo,InventoryUsage_,InventoryUsageID,int,4,10,0,0,0
dbo,InventoryUsage_,StartUsingComments,nvarchar,508,0,0,1,1
dbo,InventoryUsage_,StopUsingComments,nvarchar,508,0,0,1,1
dbo,InventoryUsage_,StartLoginID,smallint,2,5,0,0,0
dbo,InventoryUsage_,StopLoginID,smallint,2,5,0,0,0
dbo,InventoryUsage_,OpenedStartDT,datetime,8,23,3,0,0
dbo,InventoryUsage_,OpenedEndDT,datetime,8,23,3,0,0
dbo,InventoryUsage_,SavedStartDT,datetime,8,23,3,0,0
dbo,InventoryUsage_,SavedEndDT,datetime,8,23,3,0,0
dbo,InventoryUsage_,OriginalLoginID,smallint,2,5,0,0,0
dbo,InventoryUsage_,EditedInventoryUsageID,int,4,10,0,1,0
dbo,InventoryUsage_,Reference1,nvarchar,508,0,0,1,1
dbo,InventoryUsage_,Reference2,nvarchar,508,0,0,1,1
dbo,InventoryUsage_,Reference3,nvarchar,508,0,0,1,1
dbo,InventoryUsage_,Reference4,nvarchar,508,0,0,1,1
dbo,InventoryUsage_,Reference5,nvarchar,508,0,0,1,1
dbo,InvIsolatedReason,InvIsolatedReasonID,smallint,2,5,0,0,0
dbo,InvIsolatedReason,PartTypeID,smallint,2,5,0,0,0
dbo,InvIsolatedReason,IsolatedReason,nvarchar,508,0,0,0,1
dbo,InvIsolatedReason,InvStateID,smallint,2,5,0,0,0
dbo,InvState,InvStateID,smallint,2,5,0,0,0
dbo,InvState,InvState,nvarchar,508,0,0,0,1
dbo,InvState,Description,nvarchar,508,0,0,1,1
dbo,InvState,RfInvStateID,smallint,2,5,0,0,0
dbo,InvState,InvStateCode,nvarchar,508,0,0,1,1
dbo,InvState,IsAddToProduction,tinyint,1,3,0,0,0
dbo,InvState,IsAddToHFI,tinyint,1,3,0,0,0
dbo,InvState,IsDefault,tinyint,1,3,0,0,0
dbo,Job,JobID,int,4,10,0,0,0
dbo,Job,WOID,int,4,10,0,0,0
dbo,Job,RfJobStatusID,tinyint,1,3,0,0,0
dbo,Job,DeadlineDT,datetime,8,23,3,0,0
dbo,Job,ActualStartDT,datetime,8,23,3,0,0
dbo,Job,ActualEndDT,datetime,8,23,3,0,0
dbo,Job,PlannedStartDT,datetime,8,23,3,0,0
dbo,Job,PlannedEndDT,datetime,8,23,3,0,0
dbo,Job,PlannedDuration,float,8,53,0,0,0
dbo,Job,EstimatedStartDT,datetime,8,23,3,0,0
dbo,Job,EstimatedEndDT,datetime,8,23,3,0,0
dbo,Job,EstimatedDuration,float,8,53,0,0,0
dbo,Job,ScheduledSequence,smallint,2,5,0,0,0
dbo,Job,LineID,smallint,2,5,0,0,0
dbo,Job,ProductionStartDT,datetime,8,23,3,0,0
dbo,Job,ProductionEndDT,datetime,8,23,3,0,0
dbo,Job,TheoreticalCycleTime,float,8,53,0,1,0
dbo,Job,BudgetChangeOver,int,4,10,0,0,0
dbo,Job,QuantityOrdered,float,8,53,0,0,0
dbo,Job,IsCalculated,tinyint,1,3,0,0,0
dbo,Job,LineGroupID,smallint,2,5,0,0,0
dbo,Job_,JobID,int,4,10,0,0,0
dbo,Job_,JobInstructions,nvarchar,2048,0,0,1,1
dbo,Job_,ReleaseDT,datetime,8,23,3,0,0
dbo,Job_,ReleaseLoginID,smallint,2,5,0,0,0
dbo,Job_,StartLoginID,smallint,2,5,0,0,0
dbo,Job_,EndLoginID,smallint,2,5,0,0,0
dbo,Job_,Comments,nvarchar,2000,0,0,1,1
dbo,Job_,ModifiedDt,datetime,8,23,3,0,0
dbo,Job_,ModifiedLoginID,smallint,2,5,0,0,0
dbo,Job_,StoppedReason,nvarchar,508,0,0,1,1
dbo,Job_,SkippedReason,nvarchar,508,0,0,1,1
dbo,Job_,SkippedDT,datetime,8,23,3,0,0
dbo,Job_Custom,JobID,int,4,10,0,0,0
dbo,Line,LineID,smallint,2,5,0,0,0
dbo,Line,Line,nvarchar,508,0,0,0,1
dbo,Line,Description,nvarchar,508,0,0,1,1
dbo,Line,LineTypeID,smallint,2,5,0,0,0
dbo,Line,IsRetired,tinyint,1,3,0,0,0
dbo,Line,RfIntervalModeID,tinyint,1,3,0,0,0
dbo,Line,IsOEEInventoryIsolation,tinyint,1,3,0,0,0
dbo,Line,IsOEEInventoryReintroduction,tinyint,1,3,0,0,0
dbo,Line,IsCountOutputInventory,tinyint,1,3,0,0,0
dbo,Line,IsCountInputInventory,tinyint,1,3,0,0,0
dbo,Line,IsLineInfoSweepEnabled,tinyint,1,3,0,0,0
dbo,Line,IsWOOnSingleJob,tinyint,1,3,0,0,0
dbo,Line,LineShortName,nvarchar,100,0,0,1,1
dbo,Line,CurrentLineInfoID,int,4,10,0,1,0
dbo,Line,LastLineInfoID,int,4,10,0,1,0
dbo,Line,RfInvCreatedDateModeID,tinyint,1,3,0,0,0
dbo,Line,RfEndJobInvModeID,tinyint,1,3,0,0,0
dbo,Line,CurrentJobID,int,4,10,0,1,0
dbo,Line,IsScrapAsQualityLoss,tinyint,1,3,0,0,0
dbo,Line,IsScrapInProductionCounts,tinyint,1,3,0,0,0
dbo,Line,LineDownCostPerHour,float,8,53,0,0,0
dbo,Line,IsContributeLineGroupOutput,tinyint,1,3,0,0,0
dbo,Line,IsContributeLineGroupWaste,tinyint,1,3,0,0,0
dbo,Line,IsContributeLineGroupDowntime,tinyint,1,3,0,0,0
dbo,Line_,LineID,smallint,2,5,0,0,0
dbo,Line_,OEETarget,float,8,53,0,1,0
dbo,Line_,WasteTarget,float,8,53,0,1,0
dbo,Line_,Reference1,nvarchar,508,0,0,1,1
dbo,Line_,Reference2,nvarchar,508,0,0,1,1
dbo,Line_,Reference3,nvarchar,508,0,0,1,1
dbo,Line_,Reference4,nvarchar,508,0,0,1,1
dbo,Line_,Reference5,nvarchar,508,0,0,1,1
dbo,Line_Custom,LineID,smallint,2,5,0,0,0
dbo,LineCell,LineCellID,smallint,2,5,0,0,0
dbo,LineCell,LineID,smallint,2,5,0,0,0
dbo,LineCell,IsPartNumber,tinyint,1,3,0,0,0
dbo,LineCell,IsWONumber,tinyint,1,3,0,0,0
dbo,LineCell,IsCustomer,tinyint,1,3,0,0,0
dbo,LineCell,IsDescription,tinyint,1,3,0,0,0
dbo,LineCell,IsHeader,tinyint,1,3,0,0,0
dbo,LineCell,IsRows,tinyint,1,3,0,0,0
dbo,LineCell,ConfigLayout,varchar,50,0,0,0,1
dbo,LineCell,IsClickable,tinyint,1,3,0,0,0
dbo,LineCell,IsStopJob,tinyint,1,3,0,0,0
dbo,LineCell,IsStartJob,tinyint,1,3,0,0,0
dbo,LineCell,IsEditable,tinyint,1,3,0,0,0
dbo,LineCell,IsStartNextJob,tinyint,1,3,0,0,0
dbo,LineCell,IsWORef1,tinyint,1,3,0,0,0
dbo,LineCell,IsWORef2,tinyint,1,3,0,0,0
dbo,LineCell,IsWORef3,tinyint,1,3,0,0,0
dbo,LineCell,IsWorkInstruction,tinyint,1,3,0,0,0
dbo,LineGroup,LineGroupID,smallint,2,5,0,0,0
dbo,LineGroup,LineGroup,nvarchar,100,0,0,0,1
dbo,LineGroup,LineGroupCode,nvarchar,100,0,0,1,1
dbo,LineGroup,Description,nvarchar,508,0,0,1,1
dbo,LineGroup,OEETarget,float,8,53,0,1,0
dbo,LineGroup,WasteTarget,float,8,53,0,1,0
dbo,LineGroup,Reference1,nvarchar,508,0,0,1,1
dbo,LineGroup,Reference2,nvarchar,508,0,0,1,1
dbo,LineGroup,Reference3,nvarchar,508,0,0,1,1
dbo,LineGroup,Reference4,nvarchar,508,0,0,1,1
dbo,LineGroup,Reference5,nvarchar,508,0,0,1,1
dbo,LineInfo,LineInfoID,int,4,10,0,0,0
dbo,LineInfo,RfLineInfoEventID,tinyint,1,3,0,0,0
dbo,LineInfo,LineID,smallint,2,5,0,0,0
dbo,LineInfo,ShiftID,int,4,10,0,1,0
dbo,LineInfo,WOID,int,4,10,0,1,0
dbo,LineInfo,FromDT,datetime,8,23,3,1,0
dbo,LineInfo,ToDT,datetime,8,23,3,1,0
dbo,LineInfo,rfDayHourPeriodID,int,4,10,0,0,0
dbo,LineInfo,TotalTime,int,4,10,0,1,0
dbo,LineInfo,ExcludedTime,int,4,10,0,1,0
dbo,LineInfo,ScheduledTime,int,4,10,0,1,0
dbo,LineInfo,STOperations,int,4,10,0,1,0
dbo,LineInfo,STInduced,int,4,10,0,1,0
dbo,LineInfo,DTTechnical,int,4,10,0,1,0
dbo,LineInfo,DTOperations,int,4,10,0,1,0
dbo,LineInfo,DTQuality,int,4,10,0,1,0
dbo,LineInfo,DownTime,int,4,10,0,1,0
dbo,LineInfo,StopTime,int,4,10,0,1,0
dbo,LineInfo,RunTime,int,4,10,0,1,0
dbo,LineInfo,NotRunTime,int,4,10,0,1,0
dbo,LineInfo,TheoreticalCycleTime,float,8,53,0,1,0
dbo,LineInfo,QuantityScrap,float,8,53,0,1,0
dbo,LineInfo,QuantityGood,float,8,53,0,1,0
dbo,LineInfo,ModifiedDT,datetime,8,23,3,0,0
dbo,LineInfo,LoginID,smallint,2,5,0,0,0
dbo,LineInfo,QuantityIn,float,8,53,0,1,0
dbo,LineInfo,TotalInventoryProduced,float,8,53,0,1,0
dbo,LineInfo,TotalInventoryReintroduced,float,8,53,0,1,0
dbo,LineInfo,NetQuantityProduced,float,8,53,0,1,0
dbo,LineInfo,QuantityInLineSpoilage,float,8,53,0,1,0
dbo,LineInfo,TotalSpoilage,float,8,53,0,1,0
dbo,LineInfo,AccountedSpoilage,float,8,53,0,1,0
dbo,LineInfo,TotalInventoryIsolated,float,8,53,0,1,0
dbo,LineInfo,ProductionStopJobID,int,4,10,0,1,0
dbo,LineInfo,TotalUnitsProduced,float,8,53,0,1,0
dbo,LineInfo,BottleNeckMachineStageID,smallint,2,5,0,1,0
dbo,LineInfo,InventoryIn,int,4,10,0,1,0
dbo,LineInfo,InterProdStopTime,int,4,10,0,1,0
dbo,LineInfo,InProdStopTime,int,4,10,0,1,0
dbo,LineInfo,QuantityUnitsIn,float,8,53,0,1,0
dbo,LineInfo,QuantityInventoryIn,float,8,53,0,1,0
dbo,LineInfo,TotalQuantityProduced,float,8,53,0,1,0
dbo,LineInfo,TotalPacksProduced,int,4,10,0,1,0
dbo,LineInfo,TotalPacksIsolated,int,4,10,0,1,0
dbo,LineInfo,TotalPacksReintroduced,int,4,10,0,1,0
dbo,LineInfo,TotalPacksMade,int,4,10,0,1,0
dbo,LineInfo,ValidState,tinyint,1,3,0,0,0
dbo,LineInfo,LineGroupID,smallint,2,5,0,1,0
dbo,LineInfo,LineGroupShiftID,int,4,10,0,1,0
dbo,LineInfo,LineGroupBottleneckID,smallint,2,5,0,1,0
dbo,LineInfo_custom,LineInfoID,int,4,10,0,0,0
dbo,LineInfo_custom,CellsProduced,decimal,5,8,0,0,0
dbo,LineInfoRecalc,LineInfoID,int,4,10,0,0,0
dbo,LineInfoRecalc,ModifiedDT,datetime,8,23,3,0,0
dbo,LineInfoRecalc,IsOEEInventoryIsolation,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,IsOEEInventoryReintroduction,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,IsOEESpoilage,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,IsOEEDowntime,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,IsOEEInventoryProduction,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,NoBottlenecks,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,BottleneckMachineStageID,smallint,2,5,0,1,0
dbo,LineInfoRecalc,IsCountOutputInventory,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,IsCountInputInventory,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,IsOEEProductionUnits,tinyint,1,3,0,1,0
dbo,LineInfoRecalc,LoginID,smallint,2,5,0,0,0
dbo,LineInfoRecalc,SessionID,int,4,10,0,1,0
dbo,LineInfoRecalc,PlantID,smallint,2,5,0,0,0
dbo,LineSection,LineSectionID,smallint,2,5,0,0,0
dbo,LineSection,LineSection,nvarchar,508,0,0,0,1
dbo,LineSection,Description,nvarchar,508,0,0,1,1
dbo,LineSection,IsRetired,tinyint,1,3,0,0,0
dbo,LineType,LineTypeID,smallint,2,5,0,0,0
dbo,LineType,LineType,nvarchar,508,0,0,0,1
dbo,LineType,Description,nvarchar,508,0,0,1,1
dbo,LineType,IsRetired,tinyint,1,3,0,0,0
dbo,LineType,LineInfoPrecedence,tinyint,1,3,0,0,0
dbo,LineType,BudgetChangeOver,int,4,10,0,0,0
dbo,LineType,BudgetEfficiency,float,8,53,0,0,0
dbo,LkACAChain,AcquisitionChainID,smallint,2,5,0,0,0
dbo,LkACAChain,AcquisitionContextID,int,4,10,0,0,0
dbo,LkACAChain,Sequence,tinyint,1,3,0,0,0
dbo,LkACAChain,LkACAChainID,int,4,10,0,0,0
dbo,LkAGAV,AcquisitionGroupID,smallint,2,5,0,0,0
dbo,LkAGAV,AcquisitionVariantID,smallint,2,5,0,0,0
dbo,LkAGAV,Sequence,smallint,2,5,0,0,0
dbo,LkAGAV,LkAGAVID,int,4,10,0,0,0
dbo,LkATATG,AttributeTypeGroupID,smallint,2,5,0,0,0
dbo,LkATATG,AttributeTypeID,smallint,2,5,0,0,0
dbo,LkATATG,LkATATGID,int,4,10,0,0,0
dbo,LkCDefInCView,SPCChartDefID,int,4,10,0,0,0
dbo,LkCDefInCView,SPCChartSetViewID,int,4,10,0,0,0
dbo,LkCDefInCView,Sequence,smallint,2,5,0,0,0
dbo,LkCDefInCView,LkCDefInCViewID,int,4,10,0,0,0
dbo,LkConcernAction,LKConcernActionID,int,4,10,0,0,0
dbo,LkConcernAction,ConcernID,int,4,10,0,0,0
dbo,LkConcernAction,ActionID,int,4,10,0,0,0
dbo,LkConcernDocument,ConcernID,int,4,10,0,0,0
dbo,LkConcernDocument,DocumentID,int,4,10,0,0,0
dbo,LkConcernDocument,LKConcernDocumentID,int,4,10,0,0,0
dbo,LKConcernInventoryPack,LKConcernInventoryPackID,int,4,10,0,0,0
dbo,LKConcernInventoryPack,ConcernID,int,4,10,0,0,0
dbo,LKConcernInventoryPack,InventoryPackID,int,4,10,0,0,0
dbo,LkConcernRootCause,LkConcernRootCauseID,int,4,10,0,0,0
dbo,LkConcernRootCause,RootCauseID,int,4,10,0,0,0
dbo,LkConcernRootCause,ConcernID,int,4,10,0,0,0
dbo,LKCSetCDef,SPCChartSetID,smallint,2,5,0,0,0
dbo,LKCSetCDef,SPCChartDefID,int,4,10,0,0,0
dbo,LKCSetCDef,Sequence,smallint,2,5,0,0,0
dbo,LKCSetCDef,LkCSetCDefID,int,4,10,0,0,0
dbo,LkCutBySPCRule,SPCRuleID,smallint,2,5,0,0,0
dbo,LkCutBySPCRule,RfCutByID,smallint,2,5,0,0,0
dbo,LkCutBySPCRule,LkCutBySPCRuleID,int,4,10,0,0,0
dbo,LkDocumentAsset,LkDocumentAssetID,int,4,10,0,0,0
dbo,LkDocumentAsset,DocumentID,int,4,10,0,0,0
dbo,LkDocumentAsset,AssetID,int,4,10,0,0,0
dbo,LkDocumentInvPack,LkDocumentInvPackID,int,4,10,0,0,0
dbo,LkDocumentInvPack,DocumentID,int,4,10,0,0,0
dbo,LkDocumentInvPack,InventoryPackID,int,4,10,0,0,0
dbo,LkDocumentMaintProc,LkDocumentMaintProcID,int,4,10,0,0,0
dbo,LkDocumentMaintProc,DocumentID,int,4,10,0,0,0
dbo,LkDocumentMaintProc,MaintenanceProcedureID,int,4,10,0,0,0
dbo,LkDocumentWIProc,LkDocumentWIProcID,int,4,10,0,0,0
dbo,LkDocumentWIProc,WorkInstructionProcedureID,smallint,2,5,0,0,0
dbo,LkDocumentWIProc,DocumentID,int,4,10,0,0,0
dbo,LkDocumentWIStep,LkDocumentWIStepID,int,4,10,0,0,0
dbo,LkDocumentWIStep,WorkInstructionStepID,int,4,10,0,0,0
dbo,LkDocumentWIStep,DocumentID,int,4,10,0,0,0
dbo,LkFaultMaintWork,MaintenanceWorkID,int,4,10,0,0,0
dbo,LkFaultMaintWork,FaultID,int,4,10,0,0,0
dbo,LkInvPackInvPack,LkInvPackInvPackID,int,4,10,0,0,0
dbo,LkInvPackInvPack,InventoryPackFromID,int,4,10,0,0,0
dbo,LkInvPackInvPack,InventoryPackToID,int,4,10,0,0,0
dbo,LkInvPackInvPack,RfInventoryLinkTypeID,smallint,2,5,0,0,0
dbo,LkInvPackInvPack,LoginID,smallint,2,5,0,0,0
dbo,LkInvPackInvPack,ModifiedDT,datetime,8,23,3,0,0
dbo,LkLineLineGroup,LkLineLineGroupID,int,4,10,0,0,0
dbo,LkLineLineGroup,LineGroupID,smallint,2,5,0,0,0
dbo,LkLineLineGroup,LineID,smallint,2,5,0,0,0
dbo,LkLLS,LineID,smallint,2,5,0,0,0
dbo,LkLLS,LineSectionID,smallint,2,5,0,0,0
dbo,LkLLS,LkLLSID,int,4,10,0,0,0
dbo,LkLocationMachineStage,LkLocationMachineStageId,int,4,10,0,0,0
dbo,LkLocationMachineStage,MachineStageId,smallint,2,5,0,0,0
dbo,LkLocationMachineStage,LocationId,int,4,10,0,0,0
dbo,LkLocationMachineStage,IsLocationIn,tinyint,1,3,0,0,0
dbo,LkLocationMachineStage,IsLocationOut,tinyint,1,3,0,0,0
dbo,LkMachineStagePrinter,LkMachineStagePrinterID,smallint,2,5,0,0,0
dbo,LkMachineStagePrinter,MachineStageID,smallint,2,5,0,0,0
dbo,LkMachineStagePrinter,PrinterID,tinyint,1,3,0,0,0
dbo,LkMaintProcPersonnel,LkMaintProcPersonnelID,int,4,10,0,0,0
dbo,LkMaintProcPersonnel,MaintenanceProcedureID,int,4,10,0,0,0
dbo,LkMaintProcPersonnel,PersonnelID,int,4,10,0,0,0
dbo,LkMGMS,MachineStageID,smallint,2,5,0,0,0
dbo,LkMGMS,MachineGroupID,smallint,2,5,0,0,0
dbo,LkMGMS,LkMGMSID,int,4,10,0,0,0
dbo,LkMPGMP,LkMPGMPID,int,4,10,0,0,0
dbo,LkMPGMP,MaintenanceProcedureGroupID,int,4,10,0,0,0
dbo,LkMPGMP,MaintenanceProcedureID,int,4,10,0,0,0
dbo,LkMSRGMSR,MachineStopReasonGroupID,smallint,2,5,0,0,0
dbo,LkMSRGMSR,MachineStopReasonID,smallint,2,5,0,0,0
dbo,LkMSRGMSR,LkMSRGMSRID,int,4,10,0,0,0
dbo,LkOpTMST,OperationTypeID,smallint,2,5,0,0,0
dbo,LkOpTMST,MachineStageTypeID,smallint,2,5,0,0,0
dbo,LkOpTMST,LkOpTMSTID,int,4,10,0,0,0
dbo,LkOpTMST,PassName,nvarchar,100,0,0,0,1
dbo,LkOpTPartTConsumed,PartTypeID,smallint,2,5,0,0,0
dbo,LkOpTPartTConsumed,OperationTypeID,smallint,2,5,0,0,0
dbo,LkOpTPartTConsumed,IsInventoryCarriedOver,tinyint,1,3,0,0,0
dbo,LkOpTPartTConsumed,LkOpTPartTConsumedID,int,4,10,0,0,0
dbo,LkPartAlternatePart,LkPartAlternatePartID,int,4,10,0,0,0
dbo,LkPartAlternatePart,AlternatePartID,int,4,10,0,0,0
dbo,LkPartAlternatePart,PartID,int,4,10,0,0,0
dbo,LkPartAlternatePart,PartToAlternatePartRatio,float,8,53,0,0,0
dbo,LkPartDocument,LkPartDocumentID,int,4,10,0,0,0
dbo,LkPartDocument,PartID,int,4,10,0,0,0
dbo,LkPartDocument,DocumentID,int,4,10,0,0,0
dbo,LkPartLineSection,PartID,int,4,10,0,0,0
dbo,LkPartLineSection,LineSectionID,smallint,2,5,0,0,0
dbo,LkPartLineSection,LkPartLineSectionID,int,4,10,0,0,0
dbo,LkPartLineSection,TheoreticalCycleTime,float,8,53,0,0,0
dbo,LkPartSupplier,LkPartSupplierID,int,4,10,0,0,0
dbo,LkPartSupplier,PartID,int,4,10,0,0,0
dbo,LkPartSupplier,SupplierID,smallint,2,5,0,0,0
dbo,LKPartUnit,PartID,int,4,10,0,0,0
dbo,LKPartUnit,UnitID,smallint,2,5,0,0,0
dbo,LKPartUnit,LkPartUnitID,int,4,10,0,0,0
dbo,LkRootCauseAction,LkRootCauseActionID,int,4,10,0,0,0
dbo,LkRootCauseAction,RootCauseID,int,4,10,0,0,0
dbo,LkRootCauseAction,ActionID,int,4,10,0,0,0
dbo,LKShiftMachineStage,LkShiftMachineStageID,int,4,10,0,0,0
dbo,LKShiftMachineStage,MachineStageID,smallint,2,5,0,0,0
dbo,LKShiftMachineStage,ShiftID,int,4,10,0,0,0
dbo,LkSPCCSVR,SPCCalcStyleID,smallint,2,5,0,0,0
dbo,LkSPCCSVR,RfViolationRuleID,smallint,2,5,0,0,0
dbo,LkSPCCSVR,RfChartComponentID,tinyint,1,3,0,0,0
dbo,LkSPCCSVR,LkSPCCSVRID,int,4,10,0,0,0
dbo,LkSPCCSVR,RuleRange,smallint,2,5,0,1,0
dbo,LkSPCCSVR,RuleGroup,smallint,2,5,0,1,0
